item_id,item_name,gold_value,system,sub_system,is_special,hero_rate,item_type
1038,本多忠胜SSR+,20000,武将,武将,,0,forever
1039,柴田胜家SSR,10000,武将,武将,,0,forever
1040,阿国SSR+,20000,武将,武将,,0,forever
1041,森兰丸SR,1500,武将,武将,,0,forever
1042,浅井长政SSR,10000,武将,武将,,0,forever
1043,直江兼续SSR,10000,武将,武将,,0,forever
1044,黑田官兵卫SR,1500,武将,武将,,0,forever
1045,足利义辉SSR,10000,武将,武将,,0,forever
1046,今川义元SSR,10000,武将,武将,,0,forever
1047,小早川隆景SR,1500,武将,武将,,0,forever
1050,暗·织田信长UR,60000,武将,武将,,0,forever
1051,光·本多忠胜UR,60000,武将,武将,,0,forever
1052,光·真田幸村UR,60000,武将,武将,,0,forever
1053,光·伊达政宗UR,60000,武将,武将,,0,forever
1054,S1佐佐木小次郎SSR,10000,武将,武将,,0,forever
1055,S1足利义辉SSR,10000,武将,武将,,0,forever
1056,S1宫本武藏SSR,10000,武将,武将,,0,forever
1057,光·德川家康UR,60000,武将,武将,,0,forever
1058,光·丰臣秀吉UR,60000,武将,武将,,0,forever
1059,光·上杉谦信UR,60000,武将,武将,,0,forever
1060,光·武田信玄UR,60000,武将,武将,,0,forever
1061,茶茶SSR,10000,武将,武将,,0,forever
1062,立花宗茂SSR,10000,武将,武将,,0,forever
1063,森兰丸SSR,10000,武将,武将,,0,forever
1064,望月千代女SSR,10000,武将,武将,,0,forever
1065,小早川隆景SSR,10000,武将,武将,,0,forever
1066,佐佐木小次郎SSR,10000,武将,武将,,0,forever
1067,织田信长SR,1500,武将,武将,,0,forever
1068,木下秀吉SR,1500,武将,武将,,0,forever
1069,长尾景虎SR,1500,武将,武将,,0,forever
1070,明智光秀SR,1500,武将,武将,,0,forever
1071,石田三成SR,1500,武将,武将,,0,forever
1072,梵天丸SR,1500,武将,武将,,0,forever
1073,浓姬SR,1500,武将,武将,,0,forever
1074,毛利元就SR,1500,武将,武将,,0,forever
1075,今川义元SR,1500,武将,武将,,0,forever
1076,浅井长政SR,1500,武将,武将,,0,forever
1077,直江兼续SR,1500,武将,武将,,0,forever
1078,柴田胜家SR,1500,武将,武将,,0,forever
1079,阿江SR,1500,武将,武将,,0,forever
1080,姬若子R,750,武将,武将,,0,forever
1083,暗·茶茶UR,60000,武将,武将,,0,forever
1084,光·立花訚千代UR,60000,武将,武将,,0,forever
1085,柔·阿市UR,60000,武将,武将,,0,forever
1087,光·北条氏康UR,60000,武将,武将,,0,forever
1088,S2上杉谦信UR,60000,武将,武将,,0,forever
1089,S2直江兼续SSR+,20000,武将,武将,,0,forever
1090,S2长宗我部元亲UR,60000,武将,武将,,0,forever
1091,S2鹤姬UR,60000,武将,武将,,0,forever
1092,S2森兰丸SSR+,20000,武将,武将,,0,forever
1093,光·井伊直虎UR,60000,武将,武将,,0,forever
1103,TW井伊直虎UR,60000,武将,武将,,0,forever
1104,TW鹤姬UR,60000,武将,武将,,0,forever
1105,TW玉子UR,60000,武将,武将,,0,forever
1106,TW竹中半兵卫SSR+,20000,武将,武将,,0,forever
1107,TW前田利家SSR+,20000,武将,武将,,0,forever
1108,S3织田信长UR,60000,武将,武将,,0,forever
1109,S3丰臣秀吉UR,60000,武将,武将,,0,forever
1110,S3德川家康SSR+,20000,武将,武将,,0,forever
1111,S3柴田胜家SSR+,20000,武将,武将,,0,forever
1112,S3明智光秀SSR,10000,武将,武将,,0,forever
1113,S4服部半藏UR,60000,武将,武将,,0,forever
1114,S4风魔小太郎UR,60000,武将,武将,,0,forever
1115,S4猿飞佐助SSR+,20000,武将,武将,,0,forever
1116,S4加藤段藏SSR+,20000,武将,武将,,0,forever
1117,S4石川五右卫门SSR,10000,武将,武将,,0,forever
1118,援·阿松SSR,10000,武将,武将,,0,forever
1119,援·宁宁SSR,10000,武将,武将,,0,forever
1120,援·阿初SSR,10000,武将,武将,,0,forever
1121,谋·织田信长SSR+,20000,武将,武将,,0,forever
1122,援·丰臣秀吉SSR+,20000,武将,武将,,0,forever
1123,勇·宫本武藏SSR,10000,武将,武将,,0,forever
1124,勇·伊达政宗SSR,10000,武将,武将,,0,forever
1125,勇·佐佐木小次郎SSR,10000,武将,武将,,0,forever
1126,谋·浓姬SSR,10000,武将,武将,,0,forever
1127,谋·上杉谦信SSR+,20000,武将,武将,,0,forever
1128,刚·北条氏康UR,60000,武将,武将,,0,forever
1129,刚·织田信长UR,60000,武将,武将,,0,forever
1130,坚·武田信玄SSR,10000,武将,武将,,0,forever
1131,坚·立花訚千代SSR,10000,武将,武将,,0,forever
1132,援·阿市SSR+,20000,武将,武将,,0,forever
1133,勇·真田幸村SSR+,20000,武将,武将,,0,forever
1134,谋·德川家康SSR+,20000,武将,武将,,0,forever
1135,谋·明智光秀SSR,10000,武将,武将,,0,forever
1136,援·毛利元就SSR,10000,武将,武将,,0,forever
1137,谋·石田三成SSR,10000,武将,武将,,0,forever
1138,勇·柴田胜家SSR,10000,武将,武将,,0,forever
1139,勇·浅井长政SSR,10000,武将,武将,,0,forever
1140,直江兼续R,750,武将,武将,,0,forever
1141,柔·望月千代女UR,60000,武将,武将,,0,forever
1142,柔·玉子UR,60000,武将,武将,,0,forever
1143,勇·本多忠胜SSR+,20000,武将,武将,,0,forever
1144,援·阿国SSR+,20000,武将,武将,,0,forever
1145,勇·足利义辉SSR,10000,武将,武将,,0,forever
1146,谋·今川义元SSR,10000,武将,武将,,0,forever
1147,谋·茶茶SSR,10000,武将,武将,,0,forever
1148,坚·立花宗茂SSR,10000,武将,武将,,0,forever
1149,勇·森兰丸SSR,10000,武将,武将,,0,forever
1150,勇·望月千代女SSR,10000,武将,武将,,0,forever
1151,德寿丸SR,1500,武将,武将,,0,forever
1152,刚·德川家康UR,60000,武将,武将,,0,forever
1153,刚·真田幸村UR,60000,武将,武将,,0,forever
1154,柔·鹤姬UR,60000,武将,武将,,0,forever
1155,刚·长宗我部元亲UR,60000,武将,武将,,0,forever
1156,刚·伊达政宗UR,60000,武将,武将,,0,forever
1157,柔·茶茶UR,60000,武将,武将,,0,forever
1158,刚·上杉谦信UR,60000,武将,武将,,0,forever
1159,刚·丰臣秀吉UR,60000,武将,武将,,0,forever
1160,刚·武田信玄UR,60000,武将,武将,,0,forever
1161,刚·本多忠胜UR,60000,武将,武将,,0,forever
1162,柔·浓姬UR,60000,武将,武将,,0,forever
1163,柔·宁宁UR,60000,武将,武将,,0,forever
1164,柔·立花訚千代UR,60000,武将,武将,,0,forever
1165,柔·井伊直虎UR,60000,武将,武将,,0,forever
1166,柔·阿松UR,60000,武将,武将,,0,forever
1167,刚·岛津义久UR,60000,武将,武将,,0,forever
1168,勇·阿江SSR,10000,武将,武将,,0,forever
1169,勇·前田利家SSR+,20000,武将,武将,,0,forever
1170,谋·竹中半兵卫SSR+,20000,武将,武将,,0,forever
1171,谋·黑田官兵卫SSR+,20000,武将,武将,,0,forever
1172,S5绫姬UR,60000,武将,武将,,0,forever
1173,S5阿茶局UR,60000,武将,武将,,0,forever
1174,S5斋藤道三SSR+,20000,武将,武将,,0,forever
1175,S5佐竹义重SSR+,20000,武将,武将,,0,forever
1176,S5杂贺孙市SSR,10000,武将,武将,,0,forever
1177,S6丰臣秀赖UR,60000,武将,武将,,0,forever
1178,S6德川秀忠UR,60000,武将,武将,,0,forever
1179,S6千姬SSR+,20000,武将,武将,,0,forever
1180,S6阿江SSR+,20000,武将,武将,,0,forever
1181,S6德姬SSR,10000,武将,武将,,0,forever
1182,S7加藤清正UR,60000,武将,武将,,0,forever
1183,S7井伊直政UR,60000,武将,武将,,0,forever
1184,S7山本勘助SSR+,20000,武将,武将,,0,forever
1185,S7北条氏政SSR+,20000,武将,武将,,0,forever
1186,S7片仓小十郎SSR,10000,武将,武将,,0,forever
1187,S8尼子经久UR,60000,武将,武将,,0,forever
1188,S8宇喜多直家UR,60000,武将,武将,,0,forever
1189,S8阿福SSR+,20000,武将,武将,,0,forever
1190,S8妙玖SSR+,20000,武将,武将,,0,forever
1191,S8大内义兴SSR,10000,武将,武将,,0,forever
1192,S9柳生宗严UR,60000,武将,武将,,0,forever
1193,S9千利休UR,60000,武将,武将,,0,forever
1194,S9池坊专好SSR+,20000,武将,武将,,0,forever
1195,S9中小路SSR+,20000,武将,武将,,0,forever
1196,S9观世信光SSR,10000,武将,武将,,0,forever
1197,刚·毛利元就UR,60000,武将,武将,,0,forever
1198,柔·甲斐姬UR,60000,武将,武将,,0,forever
1199,S10足利义昭UR,60000,武将,武将,,0,forever
1200,S10三好长庆UR,60000,武将,武将,,0,forever
1201,S10朝仓义景SSR+,20000,武将,武将,,0,forever
1202,S11太原雪斋UR,60000,武将,武将,,0,forever
1203,S11陶晴贤UR,60000,武将,武将,,0,forever
1204,S11锅岛直茂SSR+,20000,武将,武将,,0,forever
1205,S12岛左近UR,60000,武将,武将,,0,forever
1206,S12松永久秀UR,60000,武将,武将,,0,forever
1207,S12本愿寺显如SSR+,20000,武将,武将,,0,forever
1208,S13一条兼定UR,60000,武将,武将,,0,forever
1209,S13大友宗麟UR,60000,武将,武将,,0,forever
1210,S13结城晴朝SSR+,20000,武将,武将,,0,forever
1211,刚·最上义光UR,60000,武将,武将,,0,forever
1212,刚·宇喜多秀家UR,60000,武将,武将,,0,forever
1213,S14爱姬UR,60000,武将,武将,,0,forever
1214,S14三条之方UR,60000,武将,武将,,0,forever
1215,S14濑名姬SSR+,20000,武将,武将,,0,forever
1216,S15泷川一益UR,60000,武将,武将,,0,forever
1217,S15大谷吉继UR,60000,武将,武将,,0,forever
1218,S15神原康政SSR+,20000,武将,武将,,0,forever
1219,S16龙造寺隆信UR,60000,武将,武将,,0,forever
1220,S16立花道雪UR,60000,武将,武将,,0,forever
1221,S16安芸国虎SSR+,20000,武将,武将,,0,forever
1222,援·阿松R,750,武将,武将,,0,forever
1223,勇·柴田胜家R,750,武将,武将,,0,forever
1224,勇·宫本武藏R,750,武将,武将,,0,forever
1225,援·毛利元就R,750,武将,武将,,0,forever
1226,援·宁宁R,750,武将,武将,,0,forever
1227,勇·浅井长政R,750,武将,武将,,0,forever
1228,谋·竹中半兵卫R,750,武将,武将,,0,forever
1229,勇·佐佐木小次郎R,750,武将,武将,,0,forever
1230,援·阿初SR,1500,武将,武将,,0,forever
1231,援·阿国SR,1500,武将,武将,,0,forever
1232,勇·阿江SR,1500,武将,武将,,0,forever
1233,援·阿市SR,1500,武将,武将,,0,forever
1234,勇·本多忠胜SR,1500,武将,武将,,0,forever
1235,谋·茶茶SR,1500,武将,武将,,0,forever
1236,谋·德川家康SR,1500,武将,武将,,0,forever
1237,援·丰臣秀吉SR,1500,武将,武将,,0,forever
1238,谋·黑田官兵卫SR,1500,武将,武将,,0,forever
1239,谋·今川义元SR,1500,武将,武将,,0,forever
1240,坚·立花訚千代SR,1500,武将,武将,,0,forever
1241,坚·立花宗茂SR,1500,武将,武将,,0,forever
1242,谋·明智光秀SR,1500,武将,武将,,0,forever
1243,谋·浓姬SR,1500,武将,武将,,0,forever
1244,勇·前田利家SR,1500,武将,武将,,0,forever
1245,勇·森兰丸SR,1500,武将,武将,,0,forever
1246,谋·上杉谦信SR,1500,武将,武将,,0,forever
1247,谋·石田三成SR,1500,武将,武将,,0,forever
1248,勇·望月千代女SR,1500,武将,武将,,0,forever
1249,坚·武田信玄SR,1500,武将,武将,,0,forever
1250,勇·伊达政宗SR,1500,武将,武将,,0,forever
1251,勇·真田幸村SR,1500,武将,武将,,0,forever
1252,谋·织田信长SR,1500,武将,武将,,0,forever
1253,勇·足利义辉SR,1500,武将,武将,,0,forever
1254,S17细川藤孝UR,60000,武将,武将,,0,forever
1255,S17结城秀康UR,60000,武将,武将,,0,forever
1256,S17筒井顺庆SSR+,20000,武将,武将,,0,forever
1257,S18吉川元春UR,60000,武将,武将,,0,forever
1258,S18大内义隆UR,60000,武将,武将,,0,forever
1259,S18山中幸盛SSR+,20000,武将,武将,,0,forever
1260,S19京极高次UR,60000,武将,武将,,0,forever
1261,S19六角义贤UR,60000,武将,武将,,0,forever
1262,S19波多野秀治SSR+,20000,武将,武将,,0,forever
1263,S20生驹吉乃UR,60000,武将,武将,,0,forever
1264,S20虎御前UR,60000,武将,武将,,0,forever
1265,S20朝日姬SSR+,20000,武将,武将,,0,forever
1266,S21上杉景胜UR,60000,武将,武将,,0,forever
1267,S21武田胜赖UR,60000,武将,武将,,0,forever
1268,S21北条纲成SSR+,20000,武将,武将,,0,forever
1269,S22小松姬UR,60000,武将,武将,,0,forever
1270,S22豪姬UR,60000,武将,武将,,0,forever
1271,S22见性院SSR+,20000,武将,武将,,0,forever
1272,S23岛津义弘UR,60000,武将,武将,,0,forever
1273,S23岛津家久UR,60000,武将,武将,,0,forever
1274,S23岛津岁久SSR+,20000,武将,武将,,0,forever
1275,S24直江兼续UR,60000,武将,武将,,0,forever
1276,S24小早川隆景UR,60000,武将,武将,,0,forever
1277,S24香宗我部亲泰SSR+,20000,武将,武将,,0,forever
1278,S25斋藤义龙UR,60000,武将,武将,,0,forever
1279,S25北富具教UR,60000,武将,武将,,0,forever
1280,S25二好长逸SSR+,20000,武将,武将,,0,forever
1281,S26尼子晴久UR,60000,武将,武将,,0,forever
1282,S26毛利辉元UR,60000,武将,武将,,0,forever
1283,S26畠山高政SSR+,20000,武将,武将,,0,forever
1284,S27伊达辉宗UR,60000,武将,武将,,0,forever
1285,S27村上义清UR,60000,武将,武将,,0,forever
1286,S27上杉宪政SSR+,20000,武将,武将,,0,forever
1287,S28柿崎景家UR,60000,武将,武将,,0,forever
1288,S28宇佐美定满SSR+,20000,武将,武将,,0,forever
1289,S29佐久间盛政UR,60000,武将,武将,,0,forever
1290,S29佐久间信盛SSR+,20000,武将,武将,,0,forever
1291,联动-查理曼UR,60000,武将,武将,,0,forever
1292,S30明智光秀UR,60000,武将,武将,,0,forever
1293,S30丹羽长秀SSR+,20000,武将,武将,,0,forever
1294,联动-吕布,60000,武将,武将,,0,forever
1295,耀 德川家康UR,60000,武将,武将,,0,forever
1296,S31京极龙子UR,60000,武将,武将,,0,forever
1297,S31三之丸殿SSR+,15000,武将,武将,,0,forever
1298,联动-柴田胜家UR,60000,武将,武将,,0,forever
1299,联动-望月千代女UR,60000,武将,武将,,0,forever
1300,S32酒井忠次UR,60000,武将,武将,,0,
1301,S32金森长近SSR+,15000,武将,武将,,0,
1302,联动-宫本武藏UR,60000,武将,武将,,0,
1303,耀足利义辉UR,60000,武将,武将,,0,
1304,S33前田庆次UR,60000,武将,武将,,,
1305,S33前田美津SSR+,20000,武将,武将,,,
10001,招兵买马(被gameconstantset引用),40,计策,计策,,0,once
10002,财源滚滚(被gameconstantset引用),10,计策,计策,,0,once
10003,五谷丰登(被gameconstantset引用),10,计策,计策,,0,once
10004,（未使用）大资源包,0,其他,无效,1,0,once
10005,（未使用）计策礼包,0,其他,无效,1,0,once
10006,（未使用）冲田总司2,0,其他,无效,1,0,once
10007,橙色英雄包,0,其他,无效,1,0,once
10009,（无效）宝物碎片-1,0,其他,无效,1,0,once
10010,（无效）宝物碎片-2,0,其他,无效,1,0,once
10011,招募令(被gameconstantset引用),30,武将,武将招募,,0,once
10012,行军加速(被gameconstantset引用),5,计策,计策,,0,once
10013,能工巧匠(被gameconstantset引用),15,计策,计策,,0,once
10014,鲁班再世(被gameconstantset引用),40,计策,计策,,0,once
10015,妙手回春,0,其他,无效,1,0,once
10016,点兵令（可更换兵种，被gameconstantset引用）,0,其他,无效,1,0,once
10018,银币 +10000,20,其他,通用资源,1,0,once
10019,银币 +15000,30,其他,通用资源,1,0,once
10020,银币 +20000,40,其他,通用资源,1,0,once
10021,银币 +35000,70,其他,通用资源,1,0,once
10022,功勋宝箱,0,其他,无效,1,0,once
10023,计策锦囊(被gameconstantset引用),10,计策,计策,,0,once
10024,银币 +5000,10,其他,通用资源,1,0,once
10025,潜力 +5,0,其他,无效,1,0,once
10026,武将碎片包,100,武将,武将碎片,,0,once
10027,武将经验 +1000,1,武将,武将升级,,0,once
10028,武将经验 +5000,5,武将,武将升级,,0,once
10029,武将经验 +20000,20,武将,武将升级,,0,once
10030,武将经验 +100000,100,武将,武将升级,,0,once
10031,天赋点 +30(被gameconstantset引用),50,武将,武将天赋,,0,once
10034,君主体力 +120(被gameconstantset引用),120,武将,升级突破,,0,once
10035,君主体力 +10,10,武将,升级突破,,0,once
10036,银币 +50000,100,其他,通用资源,1,0,once
10037,银币 +25000,50,其他,通用资源,1,0,once
10041,白色装备包,10,装备,装备,,0,once
10042,绿色装备包,100,装备,装备,,0,once
10043,蓝色装备包,200,装备,装备,,0,once
10044,紫色装备包,500,装备,装备,,0,once
10045,橙色装备包,1500,装备,装备,,0,once
10046,白色家宝包,5,武将,武将突破,,0,once
10047,绿色家宝包,10,武将,武将突破,,0,once
10048,蓝色家宝包,20,武将,武将突破,,0,once
10049,紫色家宝包,50,武将,武将突破,,0,once
10050,橙色家宝包,100,武将,武将突破,,0,once
10051,高级招募令,200,武将,武将招募,,0,once
10052,SSR武将碎片包,250,武将,武将碎片,,0,once
10053,银币 +50000(被gameconstantset引用),100,其他,通用资源,1,0,once
10054,神奇招募令,0,其他,无效,1,0,once
10055,玉钢,0.033,其他,通用资源,1,0,once
10056,强化石-白,0,其他,无效,1,0,once
10057,强化石-绿,0,其他,无效,1,0,once
10058,强化石-蓝,0,其他,无效,1,0,once
10059,强化石-紫,0,其他,无效,1,0,once
10060,强化石-橙,0,其他,无效,1,0,once
10061,限时本宝玉,0,其他,无效,1,0,once
10062,白色装备宝箱,10,装备,装备,,0,once
10063,绿色装备宝箱,100,装备,装备,,0,once
10064,蓝色装备宝箱,200,装备,装备,,0,once
10065,紫色装备宝箱,500,装备,装备,,0,once
10066,橙色装备宝箱,1500,装备,装备,,0,once
10067,改名卡,1000,玩法,角色,1,0,once
10071,蓝色武士套装,800,其他,未知,1,0,once
10072,蓝色军师套装,800,其他,未知,1,0,once
10073,紫色武士套装,2000,其他,未知,1,0,once
10074,紫色军师套装,2000,其他,未知,1,0,once
10075,橙色武士套装,6000,其他,未知,1,0,once
10076,橙色军师套装,6000,其他,未知,1,0,once
10081,白色家宝包+,0,其他,无效,1,0,once
10082,绿色家宝包+,0,其他,无效,1,0,once
10083,蓝色家宝包+,0,其他,无效,1,0,once
10084,紫色家宝包+,0,其他,无效,1,0,once
10085,橙色家宝包+,0,其他,无效,1,0,once
10090,随机SSR武将召唤卡,10000,武将,召唤卡,,0,once
10091,传奇任选武将卡,10000,武将,召唤卡,,0,once
10092,夺宝券,200,活动,幸运转盘,1,0,once
10093,鉴宝令,200,装备,装备招募,,0,once
10094,黄金加速令,50,玩法,排位赛,1,0,once
10095,白银加速令,30,玩法,排位赛,1,0,once
10096,魔王积分,0.002,其他,未知,1,0,once
10097,SR武将任选卡,1000,武将,召唤卡,,0,once
10098,足轻兵装卡,100,玩法,排位赛,1,0,once
10099,弓箭兵装卡,100,玩法,排位赛,1,0,once
10100,太刀兵装卡,100,玩法,排位赛,1,0,once
10101,马匹兵装卡,100,玩法,排位赛,1,0,once
10102,开服新手礼包,2549,玩法,角色,1,0,once
10103,10级礼包,2309,玩法,角色,1,0,once
10104,15级礼包,2276,玩法,角色,1,0,once
10105,20级礼包,2116,玩法,角色,1,0,once
10106,23级礼包,1916,玩法,角色,1,0,once
10107,26级礼包,1716,玩法,角色,1,0,once
10108,29级礼包,1216,玩法,角色,1,0,once
10109,32级礼包,816,玩法,角色,1,0,once
10110,35级礼包,750,玩法,角色,1,0,once
10111,38级礼包,300,玩法,角色,1,0,once
10112,SSR碎片小包,250,武将,武将碎片,,0,once
10113,SSR碎片任选包,250,武将,武将碎片,,0,once
10114,每日奖励武将包,200,武将,武将碎片,,0,once
10115,金币券,100,其他,未知,1,0,once
10116,棒棒糖,10,活动,圣诞,1,0.3,once
10117,圣诞袜,100,活动,圣诞,1,0.3,once
10118,霸业任选包,500,武将,武将碎片,,0,once
10119,开封券,100,活动,元旦福袋,1,0,once
10120,硬币,5,活动,神将祈愿,1,0,once
10121,护摩木,100,活动,神将祈愿,1,0,once
10122,SSR+碎片任选包,500,武将,武将碎片,,0,once
10123,SSR选择包（10选1）,10000,武将,武将,,0,forever
10124,SSR+选择包（3选1）,20000,武将,武将,,0,forever
10125,政务道具-低,1,活动,政务活动,1,0,once
10126,政务道具-中,10,活动,政务活动,1,0,once
10127,政务道具-高,100,活动,政务活动,1,0,once
10128,情人节道具A,10,活动,情人节,1,0,once
10129,情人节道具B,100,活动,情人节,1,0,once
10130,SSR碎片(任选),250,武将,武将碎片,,0,once
10131,SSR+碎片(任选),500,武将,武将碎片,,0,once
10132,神威御礼,200,神威,神威招募,,0,once
10133,绿色神威随机宝箱,100,神威,神威,,0,once
10134,蓝色神威随机宝箱,200,神威,神威,,0,once
10135,紫色神威随机宝箱,500,神威,神威,,0,once
10136,橙色神威随机宝箱,1000,神威,神威,,0,once
10137,金色神威随机宝箱,2000,神威,神威,,0,once
10138,绿色神威1随机宝箱,100,神威,神威,,0,once
10139,绿色神威2随机宝箱,100,神威,神威,,0,once
10140,绿色神威3随机宝箱,100,神威,神威,,0,once
10141,绿色神威4随机宝箱,100,神威,神威,,0,once
10142,绿色神威5随机宝箱,100,神威,神威,,0,once
10143,绿色神威6随机宝箱,100,神威,神威,,0,once
10144,蓝色神威1随机宝箱,200,神威,神威,,0,once
10145,蓝色神威2随机宝箱,200,神威,神威,,0,once
10146,蓝色神威3随机宝箱,200,神威,神威,,0,once
10147,蓝色神威4随机宝箱,200,神威,神威,,0,once
10148,蓝色神威5随机宝箱,200,神威,神威,,0,once
10149,蓝色神威6随机宝箱,200,神威,神威,,0,once
10150,紫色神威1随机宝箱,500,神威,神威,,0,once
10151,紫色神威2随机宝箱,500,神威,神威,,0,once
10152,紫色神威3随机宝箱,500,神威,神威,,0,once
10153,紫色神威4随机宝箱,500,神威,神威,,0,once
10154,紫色神威5随机宝箱,500,神威,神威,,0,once
10155,紫色神威6随机宝箱,500,神威,神威,,0,once
10156,橙色神威1随机宝箱,1000,神威,神威,,0,once
10157,橙色神威2随机宝箱,1000,神威,神威,,0,once
10158,橙色神威3随机宝箱,1000,神威,神威,,0,once
10159,橙色神威4随机宝箱,1000,神威,神威,,0,once
10160,橙色神威5随机宝箱,1000,神威,神威,,0,once
10161,橙色神威6随机宝箱,1000,神威,神威,,0,once
10162,金色神威1随机宝箱,2000,神威,神威,,0,once
10163,金色神威2随机宝箱,2000,神威,神威,,0,once
10164,金色神威3随机宝箱,2000,神威,神威,,0,once
10165,金色神威4随机宝箱,2000,神威,神威,,0,once
10166,金色神威5随机宝箱,2000,神威,神威,,0,once
10167,金色神威6随机宝箱,2000,神威,神威,,0,once
10168,绿色神威1任选宝箱,100,神威,神威,,0,once
10169,绿色神威2任选宝箱,100,神威,神威,,0,once
10170,绿色神威3任选宝箱,100,神威,神威,,0,once
10171,绿色神威4任选宝箱,100,神威,神威,,0,once
10172,绿色神威5任选宝箱,100,神威,神威,,0,once
10173,绿色神威6任选宝箱,100,神威,神威,,0,once
10174,蓝色神威1任选宝箱,200,神威,神威,,0,once
10175,蓝色神威2任选宝箱,200,神威,神威,,0,once
10176,蓝色神威3任选宝箱,200,神威,神威,,0,once
10177,蓝色神威4任选宝箱,200,神威,神威,,0,once
10178,蓝色神威5任选宝箱,200,神威,神威,,0,once
10179,蓝色神威6任选宝箱,200,神威,神威,,0,once
10180,紫色神威1任选宝箱,500,神威,神威,,0,once
10181,紫色神威2任选宝箱,500,神威,神威,,0,once
10182,紫色神威3任选宝箱,500,神威,神威,,0,once
10183,紫色神威4任选宝箱,500,神威,神威,,0,once
10184,紫色神威5任选宝箱,500,神威,神威,,0,once
10185,紫色神威6任选宝箱,500,神威,神威,,0,once
10186,橙色神威1任选宝箱,1000,神威,神威,,0,once
10187,橙色神威2任选宝箱,1000,神威,神威,,0,once
10188,橙色神威3任选宝箱,1000,神威,神威,,0,once
10189,橙色神威4任选宝箱,1000,神威,神威,,0,once
10190,橙色神威5任选宝箱,1000,神威,神威,,0,once
10191,橙色神威6任选宝箱,1000,神威,神威,,0,once
10192,金色神威1任选宝箱,2000,神威,神威,,0,once
10193,金色神威2任选宝箱,2000,神威,神威,,0,once
10194,金色神威3任选宝箱,2000,神威,神威,,0,once
